waveform_id,fault_location,load,rpm,fault_type,fault_size,signal_location,fs,duration,bpfo,bpfi,bsf,ftf,inner,outer,ball,multiclass_label,signal,group
OR@6_7_FE_DE_12_1HP,FE,1,1772,OR,7,DE,12000,10.127916666666666,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[-0.16194782 -0.11955226 -0.05474064 ... -0.05360359  0.81948523
 -0.24527705]",FE_OR_7
B_14_FE_FE_12_1HP,FE,1,1772,B,14,FE,12000,10.14325,3.053,4.9469,3.9874,0.3817,0,0,1,3,"[-0.06666494 -0.14186623  0.01910519 ... -0.30974805 -0.26625325
  0.313     ]",FE_B_14
OR@6_7_DE_DE_12_1HP,DE,1,1772,OR,7,DE,12000,10.202166666666667,3.5848,5.4152,4.7135,0.39828,0,1,0,2,"[-0.11045589  0.21563263  0.0799993  ... -0.16365339 -0.00852784
  0.14700379]",DE_OR_7
IR_7_DE_DE_12_1HP,DE,1,1772,IR,7,DE,12000,10.165916666666666,3.5848,5.4152,4.7135,0.39828,1,0,0,1,"[-0.27760164 -0.04434479  0.11760303 ...  0.17234367  0.12263852
  0.01884248]",DE_IR_7
OR@6_21_DE_FE_12_1HP,DE,1,1772,OR,21,FE,12000,10.165916666666666,3.053,4.9469,3.9874,0.3817,0,0,0,0,[0.00349273 0.04725455 0.02835273 ... 0.03513273 0.00390364 0.02876364],DE_OR_21
IR_14_FE_FE_12_1HP,FE,1,1772,IR,14,FE,12000,10.112583333333333,3.053,4.9469,3.9874,0.3817,1,0,0,1,"[ 0.10129818  0.04243792 -0.00276416 ... -0.05121818  0.04682805
  0.07186805]",FE_IR_14
OR@6_7_DE_FE_12_1HP,DE,1,1772,OR,7,FE,12000,10.202166666666667,3.053,4.9469,3.9874,0.3817,0,0,0,0,"[-0.07745636  0.45528727 -0.21408364 ...  0.00472545  0.04581636
 -0.05239091]",DE_OR_7
OR@3_14_FE_FE_12_1HP,FE,1,1772,OR,14,FE,12000,10.097333333333333,3.053,4.9469,3.9874,0.3817,0,1,0,2,"[ 0.04308831  0.35812078  0.11828961 ... -0.17357273  0.5699039
  0.17723117]",FE_OR_14
IR_21_DE_DE_12_1HP,DE,1,1772,IR,21,DE,12000,10.129666666666667,3.5848,5.4152,4.7135,0.39828,1,0,0,1,"[ 0.17136906  0.11776547 -0.09705499 ...  0.1835517  -0.04182705
 -0.04304531]",DE_IR_21
OR@3_14_FE_DE_12_1HP,FE,1,1772,OR,14,DE,12000,10.097333333333333,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[ 0.20109469  0.09713621 -0.06708571 ...  0.07845617 -0.16438435
 -0.16714575]",FE_OR_14
IR_21_DE_FE_12_1HP,DE,1,1772,IR,21,FE,12000,10.129666666666667,3.053,4.9469,3.9874,0.3817,0,0,0,0,"[-0.02383273 -0.02157273  0.08320909 ...  0.30982545  0.12656
  0.01417636]",DE_IR_21
OR@6_14_DE_DE_12_1HP,DE,1,1772,OR,14,DE,12000,10.178,3.5848,5.4152,4.7135,0.39828,0,1,0,2,"[ 0.14623689 -0.08440491  0.01425018 ...  0.20660731 -0.10332395
 -0.01798527]",DE_OR_14
B_21_FE_DE_12_1HP,FE,1,1772,B,21,DE,12000,10.112583333333333,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[ 0.03208094  0.20141956  0.03451747 ...  0.01380699 -0.22781527
 -0.10070978]",FE_B_21
IR_7_DE_FE_12_1HP,DE,1,1772,IR,7,FE,12000,10.165916666666666,3.053,4.9469,3.9874,0.3817,0,0,0,0,"[ 0.04088545  0.06985455  0.33776727 ... -0.08423636 -0.05608909
 -0.24531273]",DE_IR_7
B_21_DE_DE_12_1HP,DE,1,1772,B,21,DE,12000,10.14175,3.5848,5.4152,4.7135,0.39828,0,0,1,3,"[ 0.23000814  0.18858719 -0.42622978 ... -0.11922739  0.08511601
  0.08056782]",DE_B_21
IR_21_FE_FE_12_1HP,FE,1,1772,IR,21,FE,12000,10.097333333333333,3.053,4.9469,3.9874,0.3817,1,0,0,1,"[ 0.2373     -0.07499091 -0.04725455 ...  0.09183818  0.11012364
 -0.18942909]",FE_IR_21
B_7_FE_DE_12_1HP,FE,1,1772,B,7,DE,12000,10.06675,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[ 0.09047637 -0.01559377  0.00373601 ... -0.0665984  -0.03394894
  0.0393093 ]",FE_B_7
B_14_DE_DE_12_1HP,DE,1,1772,B,14,DE,12000,10.178,3.5848,5.4152,4.7135,0.39828,0,0,1,3,"[ 0.00552279 -0.10379605 -0.04548184 ...  0.0998976   0.12686184
  0.02014196]",DE_B_14
IR_21_FE_DE_12_1HP,FE,1,1772,IR,21,DE,12000,10.097333333333333,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[-0.10535077  0.132888   -0.05653477 ...  0.08282031 -0.01147385
 -0.03546462]",FE_IR_21
IR_14_DE_DE_12_1HP,DE,1,1772,IR,14,DE,12000,10.153833333333333,3.5848,5.4152,4.7135,0.39828,1,0,0,1,"[-0.04044635  0.00373601  0.02014196 ...  0.02712667  0.10298387
 -0.01348212]",DE_IR_14
B_7_FE_FE_12_1HP,FE,1,1772,B,7,FE,12000,10.06675,3.053,4.9469,3.9874,0.3817,0,0,1,3,"[ 0.05154338  0.02422701 -0.13398026 ...  0.21706753  0.06585195
  0.02276364]",FE_B_7
B_14_FE_DE_12_1HP,FE,1,1772,B,14,DE,12000,10.14325,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[-0.16121687 -0.22253613  0.07106537 ... -0.02152265 -0.31796677
 -0.1567499 ]",FE_B_14
IR_7_FE_FE_12_1HP,FE,1,1772,IR,7,FE,12000,10.112583333333333,3.053,4.9469,3.9874,0.3817,1,0,0,1,"[ 0.25072519  0.05121818  0.02308883 ... -0.1629226  -0.10146078
 -0.05479532]",FE_IR_7
B_14_DE_FE_12_1HP,DE,1,1772,B,14,FE,12000,10.178,3.053,4.9469,3.9874,0.3817,0,0,0,0,"[ 0.01561455  0.0339     -0.01027273 ...  0.01335455  0.16641818
  0.05896545]",DE_B_14
OR@6_7_FE_FE_12_1HP,FE,1,1772,OR,7,FE,12000,10.127916666666666,3.053,4.9469,3.9874,0.3817,0,1,0,2,"[-0.04105584 -0.03658442  0.52356364 ...  1.97230649 -0.95851169
 -0.50039351]",FE_OR_7
B_7_DE_DE_12_1HP,DE,1,1772,B,7,DE,12000,10.1175,3.5848,5.4152,4.7135,0.39828,0,0,1,3,"[-0.0721212   0.30310395  0.03313677 ...  0.08820228 -0.19687138
 -0.03898443]",DE_B_7
IR_7_FE_DE_12_1HP,FE,1,1772,IR,7,DE,12000,10.112583333333333,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[ 0.05311629  0.11662842  0.08365409 ... -0.34225082 -0.07325824
  0.13969421]",FE_IR_7
OR@6_21_DE_DE_12_1HP,DE,1,1772,OR,21,DE,12000,10.165916666666666,3.5848,5.4152,4.7135,0.39828,0,1,0,2,"[-0.02598962 -0.02720788 -0.04791836 ... -0.04588792 -0.07837495
 -0.19410998]",DE_OR_21
IR_14_FE_DE_12_1HP,FE,1,1772,IR,14,DE,12000,10.112583333333333,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[-0.07439529  0.05636499  0.20125713 ...  0.04142096  0.12150148
 -0.17023202]",FE_IR_14
IR_14_DE_FE_12_1HP,DE,1,1772,IR,14,FE,12000,10.153833333333333,3.053,4.9469,3.9874,0.3817,0,0,0,0,"[ 0.11978     0.04930909 -0.00986182 ... -0.03205091 -0.08711273
 -0.00082182]",DE_IR_14
B_7_DE_FE_12_1HP,DE,1,1772,B,7,FE,12000,10.1175,3.053,4.9469,3.9874,0.3817,0,0,0,0,"[ 0.07745636  0.04561091 -0.01109455 ... -0.01273818  0.04170727
  0.02753091]",DE_B_7
OR@3_21_FE_DE_12_1HP,FE,1,1772,OR,21,DE,12000,10.051416666666666,3.5848,5.4152,4.7135,0.39828,0,0,0,0,"[-0.08511601 -0.02306579  0.0448321  ...  0.05928882  0.14838449
 -0.03939052]",FE_OR_21
OR@3_21_FE_FE_12_1HP,FE,1,1772,OR,21,FE,12000,10.051416666666666,3.053,4.9469,3.9874,0.3817,0,1,0,2,"[ 0.11446857  0.15089039 -0.09024156 ...  0.04447039 -0.19495429
 -0.00812987]",FE_OR_21
